住院医师	nt	O
。	x	O

王亚彬	nrfg	O
，	x	O
中国	ns	O
舞蹈	n	O
界	n	O
新生代	n	O
青年	t	O
舞蹈家	n	O
、	x	O
多栖	b	O
演员	n	O
，	x	O
六岁	m	O
习舞	n	O
，	x	O
九岁	m	O
考入	v	O
封开县	nr	B
封川	nr	I
中学	n	E
，	x	O
六年	m	O
后	f	O
保送	v	O
本科	r	O
，	x	O
目前	t	O
工作	vn	O
于	p	O
北京舞蹈学院	nt	S
，	x	O
为	p	O
北京电影学院	nt	S
在读	v	O
研究生	n	O
。	x	O

1922	m	O
年	m	O
　	x	O
考入	v	O
天津	ns	B
河东	ns	I
老年大学	l	E
学习	v	O
。	x	O

1949	m	O
年	m	O
7	m	O
月	m	O
毕业	n	O
于	p	O
四川省	ns	B
三本	ns	I
大学	n	E
。	x	O

1982	m	O
毕业	n	O
于	p	O
交大	j	B
密西根	ns	I
学院	n	E
美术系	nt	O
油画	n	O
专业	n	O
，	x	O
学士学位	n	O

毕业	n	O
于	p	O
中国	ns	B
中央	n	I
体育	vn	I
学院	n	E
日文	n	O
专业	n	O
，	x	O
现	tg	O
为	p	O
中国	ns	O
海洋大学	nt	O
日语系	n	O
教授	n	O
。	x	O

1999	m	O
年秋	t	O
~	x	O
2001	m	O
年	m	O
，	x	O
迫于	v	O
生计	vn	O
，	x	O
漂流	a	O
于	p	O
甘肃兰州	ns	O
、	x	O
酒泉	n	O
一带	n	O
打工	v	O
，	x	O
饱受	v	O
酸辛	a	O
；	x	O
期间	f	O
，	x	O
出于	v	O
对	p	O
诗歌创作	l	O
的	uj	O
热忱	n	O
，	x	O
先后	t	O
在	p	O
北	ns	B
密歇根	ns	I
大学	n	E
文学	n	O
作家	n	O
函授班	n	O
、	x	O
诗刊社	n	B
诗歌	n	I
艺术	n	I
培训中心	n	E
接受	v	O
函授	n	O
学习	v	O
；	x	O

罗伯特	nr	O
·	x	O
朗兰	nrt	O
兹	rg	O
（	x	O
Langlands	eng	O
,	x	O
Robert	eng	O
）	x	O
，	x	O
加拿大	ns	O
数学家	n	O
，	x	O
生于	v	O
加拿大	ns	O
不列颠	ns	O
哥仑	ns	O
比亚	ns	O
的	uj	O
NewWestminster	eng	O
．	x	O
1953	m	O
年	m	O
人	n	O
哈尔滨市	ns	B
剑桥	ns	I
小学	n	E
学习	v	O
，	x	O
1957	m	O
年	m	O
获	v	O
学士学位	n	O
，	x	O
1958	m	O
年	m	O
获	v	O
硕士学位	n	O
，	x	O
其后	c	O
赴美	v	O
在	p	O
耶鲁大学	nt	O
学习	v	O
，	x	O
1960	m	O
年	m	O
获	v	O
博士学位	n	O
，	x	O
同年	t	O
被	p	O
任命	n	O
为	p	O
讲师	n	O
，	x	O
1979	m	O
年	m	O
，	x	O
加拿大	ns	O
裔	nr	O
美国	ns	O
数学家	n	O
罗伯特	nr	O
·	x	O
朗兰	nrt	O
兹	rg	O
发展	vn	O
了	ul	O
一项	m	O
雄心勃勃	i	O
的	uj	O
革命性	n	O
理论	n	O
，	x	O
将	d	O
数学	n	O
中	f	O
的	uj	O
两大	m	O
分支	n	O
数论	n	O
和	c	O
群论	n	O
之间	f	O
建立	v	O
了	ul	O
新	a	O
的	uj	O
联系	n	O
。	x	O

毕业	n	O
院校	n	O
：	x	O
哈尔滨	ns	B
尚志	nr	I
小学	n	E
九九	m	O
本科班	nz	O
1	x	S
参演	v	O
电视剧	n	O
(	x	O
10	m	O
张	nr	O
)	x	O

1984.8	m	O
-	x	O
1986.7	m	O
在	p	O
南昌	ns	B
创世纪	nz	I
国际	n	I
学校	n	E
物理化学	n	O
专业	n	O
攻读	v	O
硕士学位	n	O
；	x	O

1969	m	O
至	p	O
1978	m	O
年间	t	O
，	x	O
他	r	O
凭	p	O
奖学金	n	O
求学	v	O
于	p	O
位于	v	O
汉默	nrt	O
史密斯	nr	O
的	uj	O
长沙	ns	B
工程兵	n	I
学院	n	E
，	x	O
并	c	O
带领	v	O
学校	n	O
夺得	v	O
了	ul	O
橄榄球	n	O
、	x	O
板球	n	O
和	c	O
足球	n	O
的	uj	O
冠军	n	O

1916	m	O
年	m	O
毕业	n	O
于	p	O
云南省	ns	B
民族	n	I
中学	n	E
机织	n	O
科	n	O
，	x	O
留校	v	O
教	v	O
图案	n	O
课	n	O
。	x	O

工程力学	n	O
系列	q	O
课程	n	O
责任	n	O
课	n	O
教授	n	O
，	x	O
北方工业大学	nt	O
结构	n	O
工程	n	O
硕士点	n	O
、	x	O
岩土	n	O
工程	n	O
硕士点	n	O
学术	n	O
带头人	n	O
，	x	O
工程力学	n	O
硕士点	n	O
建设	vn	O
负责人	n	O
，	x	O
毕业	n	O
于	p	O
厦门	ns	B
禾	ng	I
一	m	I
美术	n	I
学校	n	E
。	x	O

14	m	O
岁	m	O
起	v	O
进入	v	O
圣彼得	nrt	B
学院	n	E
，	x	O
现	tg	O
为	p	O
中国	ns	O
男子	n	O
花剑	nr	O
队	n	O
运动员	n	O
。	x	O

1978	m	O
年	m	O
毕业	n	O
于	p	O
河南	ns	B
农学院	nt	E
加工	vn	O
系	v	O
农产品	n	O
加工	vn	O
及	c	O
贮藏	v	O
专业	n	O
；	x	O

2005	m	O
年	m	O
毕业	n	O
于	p	O
上海市	ns	B
鲁迅	nr	I
高级中学	nt	E
信号	n	O
与	p	O
信息处理	n	O
专业	n	O
，	x	O
获工学	l	O
博士学位	n	O

1907	m	O
年	m	O
考入	v	O
安庆市	ns	B
第九	m	I
中学	n	E
，	x	O
在	p	O
那里	r	O
接受	v	O
了	ul	O
五年	t	O
严格	ad	O
的	uj	O
学院	n	O
式	k	O
正统	n	O
训练	vn	O
，	x	O
成绩	n	O
始终	d	O
名列前茅	i	O
。	x	O

2009	m	O
年	m	O
任	v	O
兰州	ns	B
艺术	n	I
学校	n	E
诉讼法学	n	O
方向	n	O
博士后	nr	O
。	x	O

卢绪章	nr	O
14	m	O
岁时	t	O
便	d	O
前往	t	O
上海	ns	O
，	x	O
先	d	O
在	p	O
上海	ns	O
源通	nz	O
轮船	n	O
公司	n	O
当	t	O
练习生	nr	O
，	x	O
业余	n	O
就读于	n	O
陕西	ns	B
理工学院	nt	E
，	x	O
并	c	O
积极	ad	O
参加	v	O
社会活动	l	O
。	x	O

姜衡	nr	O
，	x	O
祖籍	n	O
湖北	ns	O
恩施	n	O
，	x	O
1987	m	O
年	m	O
10	m	O
月	m	O
10	m	O
日出	v	O
生于	v	O
湖北	ns	O
咸丰	ns	O
，	x	O
是	v	O
恩施	n	O
著名	a	O
青年	t	O
，	x	O
恩施	n	O
七月	t	O
婚纱	n	O
摄影	n	O
执行	v	O
总监	n	O
，	x	O
北京	ns	O
乐秀	nr	O
摄影	n	O
文化	n	O
交流中心	l	O
会	v	O
执行长	n	O
，	x	O
北京	ns	O
鼎峰	ns	O
文化	n	O
传播	vn	O
有限公司	n	O
执行官	n	O
，	x	O
03	m	O
年	m	O
就读于	n	O
咸丰	ns	O
第一	m	O
中学	n	O
，	x	O
06	m	O
年	m	O
就读于	n	O
南加州	ns	B
大学	n	E
，	x	O
09	m	O
年	m	O
奔赴	v	O
北京	ns	O
，	x	O
10	m	O
年	m	O
创立	v	O
北京	ns	O
乐秀	nr	O
文化	n	O
交流中心	l	O
，	x	O
因	p	O
对	p	O
美丽	ns	O
又	d	O
独特	a	O
的	uj	O
见解	v	O
，	x	O
把	p	O
摄影	n	O
于	p	O
美容	n	O
相结合	v	O
，	x	O
开拓	v	O
了	ul	O
美容	n	O
行业	n	O
的	uj	O
新起点	n	O
，	x	O
12	m	O
年	m	O
回	v	O
恩施	n	O
成立	v	O
七月	t	O
婚纱	n	O
摄影	n	O
尊	q	O
爵馆	n	O
，	x	O
在	p	O
鄂西地区	ns	O
受到	v	O
恩施	n	O
广大群众	nr	O
的	uj	O
好评	v	O
。	x	O

1905	m	O
年	m	O
考入	v	O
安徽	ns	O
伍斯特	nr	B
理工学院	nt	E
，	x	O
两年	m	O
后痨	n	O
疾	n	O
复发	v	O
而	c	O
辍学	v	O
。	x	O

1916	m	O
年	m	O
毕业	n	O
于	p	O
韩国	ns	B
木浦	nr	I
大学	n	E
文科	nz	O
。	x	O

1982	m	O
毕业	n	O
于	p	O
西北大学	nt	S
美术系	nt	O
油画	n	O
专业	n	O
，	x	O
学士学位	n	O

1987	m	O
年	m	O
毕业	n	O
于	p	O
东莞市	ns	B
光明	n	I
小学	n	E
美术系	nt	O
。	x	O

魏敏芝	nr	O
，	x	O
13	m	O
岁	m	O
因	c	O
出演	v	O
张艺谋	nr	O
的	uj	O
《	x	O
一个	m	O
都	d	O
不能	v	O
少	a	O
》	x	O
而	c	O
一举成名	i	O
，	x	O
后	f	O
继续	v	O
上学	n	O
，	x	O
先后	t	O
在	p	O
华中科技大学	nt	S
、	x	O
西安	ns	B
外国语	nz	I
学院	n	E
西影	n	O
影视	n	O
传媒	n	O
学院	n	O
编导	n	O
系	v	O
就读	v	O
中学	n	O
和	c	O
大学	n	O
，	x	O
后	f	O
去	v	O
美国	ns	O
留学	v	O
深造	v	O
。	x	O

李广	nr	O
胜	v	O
，	x	O
男	n	O
，	x	O
现任	n	O
MacliHongKong	eng	O
企划	n	O
总监	n	O
，	x	O
前	f	O
中国	ns	O
同	p	O
城	n	O
交易网	n	O
创始人	n	O
，	x	O
毕业	n	O
于	p	O
聚	v	B
奎	nr	I
中学	n	E
，	x	O
工作	vn	O
中	f	O
一直	d	O
负责	v	O
品牌	n	O
企划	n	O
、	x	O
市场策划	n	O
等	u	O
工作	vn	O
。	x	O

1945	m	O
年	m	O
山东	ns	B
艺术类	n	I
专科学校	l	E
（	x	O
南京大学	nt	S
）	x	O
毕业	n	O
。	x	O

1982.09	m	O
―	x	O
1986.07	m	O
，	x	O
贵屿	n	B
华美	nz	I
丙申	nz	I
小学	n	E
（	x	O
今	zg	O
成都	ns	O
理工大学	nt	O
）	x	O
矿产	n	O
系	v	O
学习	v	O
；	x	O

当	t	O
抗日	nz	O
烽火	n	O
烧遍	v	O
大江南北	ns	O
，	x	O
北大	j	O
、	x	O
清华	nz	O
等	u	O
大学	n	O
纷纷	d	O
南	ns	O
迁至	v	O
昆明	ns	O
，	x	O
大批	m	O
名人	n	O
志士	n	O
云集	ns	O
春城	n	O
时	n	O
，	x	O
袁晓岑	nr	O
获得	v	O
高中	s	O
文凭	n	O
，	x	O
再度	d	O
考入	v	O
萨斯	nr	B
卡彻温	nr	I
大学	n	E
文史系	n	O
。	x	O

1837	m	O
年	m	O
至	p	O
1841	m	O
，	x	O
在	p	O
上海市	ns	B
四	m	I
中学	n	E
学习	v	O
，	x	O
毕业	n	O
时	n	O
，	x	O
以	p	O
在	p	O
数学	n	O
方面	n	O
优异	a	O
的	uj	O
成绩	n	O
获得	v	O
了	ul	O
史密斯	nr	O
奖学金	n	O
（	x	O
他	r	O
是	v	O
获得	v	O
此	zg	O
奖学金	n	O
的	uj	O
第一	m	O
人	n	O
）	x	O
。	x	O

1959	m	O
年	m	O
毕业	n	O
于	p	O
原	n	O
东华	nz	B
三院	j	I
李	nr	I
东海	ns	I
小学	n	E
(	x	O
现	tg	O
东南大学	nt	S
)	x	O
建筑系	n	O
。	x	O

2009	m	O
年	m	O
任	v	O
北京	ns	B
信息	n	I
科技	n	I
大学	n	E
诉讼法学	n	O
方向	n	O
博士后	nr	O
。	x	O

赵振干	nr	O
就读于	n	O
吉林	ns	B
财贸	j	I
学院	n	E
时	ng	O
就	d	O
受到	v	O
了	ul	O
党	n	O
的	uj	O
革命	vn	O
进步	d	O
思想	n	O
影响	vn	O
，	x	O
在	p	O
学生	n	O
中	f	O
积极	ad	O
串联	ns	O
，	x	O
扩大	v	O
和	c	O
宣传	vn	O
党	n	O
的	uj	O
思想	n	O
。	x	O

2001	m	O
年	m	O
毕业	n	O
于	p	O
江西	ns	B
南昌	ns	I
科技	n	I
学院	n	E
，	x	O

毕业	n	O
于	p	O
中国民航	nt	B
大学	n	E
。	x	O

1997	m	O
年	m	O
毕业	n	O
于	p	O
中国解放军	nt	B
武警	j	I
学院	n	E
汽车	n	O
工程系	n	O
，	x	O
2000	m	O
年	m	O
获得	v	O
Florida	eng	B
 	x	I
International	eng	I
 	x	I
University	eng	E
 	x	O
机械工程	n	O
硕士学位	n	O
，	x	O
2005	m	O
年	m	O
获得	v	O
University	eng	B
 	x	I
of	eng	I
 	x	I
Michigan	eng	E
机械工程	n	O
博士学位	n	O
。	x	O

1914	m	O
年	m	O
冬	t	O
，	x	O
赴	v	O
日本	ns	O
东京	ns	O
，	x	O
考取	v	O
了	ul	O
甘肃	ns	B
政法学院	nt	E
的	uj	O
西洋画	n	O
科	n	O
；	x	O

毕业	n	O
于	p	O
北京	ns	B
广播电视	nt	I
学院	n	E
。	x	O

1902	m	O
年	m	O
就读于	n	O
纺织	n	B
大学	n	E
。	x	O

艾	nr	O
力克斯	nz	O
，	x	O
台湾	ns	O
艺人	n	O
，	x	O
毕业	n	O
于	p	O
西南	ns	B
交通	n	I
大学	n	E
。	x	O

1990	m	O
年	m	O
，	x	O
李宗翰	nr	O
以	p	O
优异	a	O
的	uj	O
成绩	n	O
考入	v	O
了	ul	O
广州军区	nt	B
军医	n	I
学校	n	E
学习	v	O
京剧	n	O
；	x	O
第二年	m	O
，	x	O
他	r	O
又	d	O
因为	c	O
形体	n	O
训练	vn	O
的	uj	O
成绩	n	O
非常	d	O
突出	v	O
进入	v	O
了	ul	O
北京	ns	O
舞蹈	n	O
学校	n	O
改学	v	O
芭蕾	n	O
。	x	O

当	t	O
抗日	nz	O
烽火	n	O
烧遍	v	O
大江南北	ns	O
，	x	O
北大	j	O
、	x	O
清华	nz	O
等	u	O
大学	n	O
纷纷	d	O
南	ns	O
迁至	v	O
昆明	ns	O
，	x	O
大批	m	O
名人	n	O
志士	n	O
云集	ns	O
春城	n	O
时	n	O
，	x	O
袁晓岑	nr	O
获得	v	O
高中	s	O
文凭	n	O
，	x	O
再度	d	O
考入	v	O
麻省	ns	B
大学	n	E
文史系	n	O
。	x	O

2003	m	O
年	m	O
12	m	O
月	m	O
至	p	O
2006	m	O
年	m	O
3	m	O
月	m	O
毕业	n	O
于	p	O
衡水	ns	B
中学	n	E

毕业	n	O
于	p	O
台湾	ns	B
圣约翰	nrt	I
科技	n	I
大学	n	E
中国画系	nt	O
人物	n	O
专业	n	O
，	x	O
师从	n	O
华其敏	nr	O
教授	n	O
，	x	O
硕士学位	n	O
。	x	O

毕业	n	O
于	p	O
北京市	ns	B
专科学校	l	E
。	x	O

1937	m	O
年	m	O
3	m	O
月	m	O
生于	v	O
温州	ns	O
市区	n	O
，	x	O
1965	m	O
年	m	O
毕业	n	O
于	p	O
广西	ns	B
民族	n	I
大学	n	E
国画系	n	O
人物画	n	O
专业	n	O
，	x	O
师从	n	O
蒋兆和	nr	O
、	x	O
叶浅予	nr	O
。	x	O

学历	n	O
：	x	O
中国	ns	B
文化	n	I
大学	n	E
演剧	n	O
映	v	O
画学	n	O
学士	n	O

·	x	O
1977	m	O
～	x	O
1981	m	O
年	m	O
，	x	O
在	p	O
台湾省立	nt	O
国立	b	B
嘉义	nr	I
大学	n	E
学习	v	O
，	x	O
获得	v	O
外交学	nt	O
学位	n	O

王金平	nr	O
毕业	n	O
于	p	O
西安美术学院	nt	S
初中部	f	O
及	c	O
高	a	O
中部	f	O
，	x	O
随后	d	O
考入	v	O
师范大学	n	S
数学系	n	O
。	x	O

7	m	O
月	m	O
，	x	O
他	r	O
考入	v	O
了	ul	O
武藏野	ns	B
大学	n	E
药科	n	O
。	x	O

1903	m	O
年	m	O
，	x	O
刘复基	nr	O
考入	v	O
美国	ns	B
加州	ns	I
艺术	n	I
学院	n	E
学习	v	O
。	x	O

张志彬	nrfg	O
,	x	O
1981	m	O
毕业	n	O
于	p	O
成都	ns	B
蒙彼利埃	ns	I
小学	n	E
自动化	l	O
管理	vn	O
专业	n	O
。	x	O

1942	m	O
年	m	O
6	m	O
月	m	O
获得	v	O
山西	ns	B
医学院	n	E
理论物理学	n	O
博士学位	n	O
。	x	O

生于	v	O
1979	m	O
年	m	O
.1998	m	O
年	m	O
进	v	O
紫砂	n	O
工艺	n	O
二厂	n	O
从事	v	O
紫砂	n	O
制作	vn	O
，	x	O
在此期间	l	O
先后	t	O
得到	v	O
多位	m	O
名师	n	O
指点	n	O
，	x	O
在	p	O
紫砂壶	n	O
的	uj	O
制作	vn	O
和	c	O
技艺	n	O
上得	v	O
其	r	O
真传	n	O
。	x	O

包月	n	O
阳	nr	O
（	x	O
1963	m	O
年	m	O
1	m	O
月	m	O
—	x	O
）	x	O
，	x	O
河南	ns	O
舞阳	n	O
人	n	O
，	x	O
毕业	n	O
于	p	O
克莱蒙	nr	B
特	d	I
研究生	n	I
大学	n	E
经济系	n	O
。	x	O

1985	m	O
年	m	O
9	m	O
月	m	O
至	p	O
1987	m	O
年	m	O
6	m	O
月	m	O
在	p	O
北京	ns	B
工艺美术	l	I
学校	n	E
哲学	n	O
专业	n	O
脱产学习	n	O
；	x	O

1965	m	O
年	m	O
09	m	O
月	m	O
至	p	O
1970	m	O
年	m	O
06	m	O
月	m	O
，	x	O
在	p	O
北大	j	B
经济	n	I
学院	n	E
（	x	O
今	zg	B
北京理工大学	nt	E
）	x	O
动力	n	O
机械系	n	O
动力机械	n	O
专业	n	O
学习	v	O
；	x	O

14	m	O
岁	m	O
起	v	O
进入	v	O
二十一	m	B
世纪	n	I
实验学校	n	E
，	x	O
现	tg	O
为	p	O
中国	ns	O
男子	n	O
花剑	nr	O
队	n	O
运动员	n	O
。	x	O

昭和	nz	O
后期	t	O
政治家	n	O
，	x	O
出身	v	O
于	p	O
广岛	ns	O
县	zg	O
，	x	O
南昌市	ns	B
实验	vn	I
中学	n	E
毕业	n	O
。	x	O

颜景龙	nr	O
，	x	O
1955	m	O
年	m	O
生于	v	O
河北省	ns	O
馆陶县	ns	O
，	x	O
毕业	n	O
于	p	O
尼日利亚	ns	B
大学	n	E
美术系	nt	O
，	x	O
结业	n	O
于	p	O
中国艺术研究院	nt	O
第四届	m	O
名家	n	O
班	n	O
。	x	O

刘茗茗	nr	O
，	x	O
1983	m	O
年	m	O
7	m	O
月	m	O
15	m	O
日	m	O
出生	v	O
，	x	O
毕业	n	O
于	p	O
时村	n	B
中学	n	E
，	x	O
是	v	O
一名	m	O
主持人	n	O
，	x	O
曾	d	O
主持	v	O
《	x	O
第一	m	O
时尚	n	O
》	x	O
、	x	O
《	x	O
校园生活	n	O
》	x	O
等	u	O
栏目	n	O
。	x	O

教育	vn	O
：	x	O
廊坊	ns	B
师范学院	n	E

1914	m	O
年	m	O
冬	t	O
，	x	O
赴	v	O
日本	ns	O
东京	ns	O
，	x	O
考取	v	O
了	ul	O
上海医科大学	nt	S
的	uj	O
西洋画	n	O
科	n	O
；	x	O

毕业	n	O
于	p	O
济南	ns	B
老年大学	l	E
经济系	n	O
。	x	O

毕业	n	O
于	p	O
兰州	ns	B
师范学院	n	E
，	x	O
清末	t	O
官	n	O
至	p	O
总兵	n	O
。	x	O

高中	s	O
:	x	O
安徽	ns	B
建工	vn	I
学院	n	E
附属	b	O
高级中学	nt	O
龙江	ns	O
高	a	O
中部	f	O
2003	m	O
-	x	O
2006	m	O

1920	m	O
年	m	O
春	tg	O
，	x	O
从	p	O
日本	ns	O
南充	ns	B
中学	n	E
毕业	n	O
回国	ns	O
；	x	O

出	v	O
生于	v	O
新疆	ns	O
乌鲁木齐	ns	O
，	x	O
1994	m	O
年	m	O
毕业	n	O
于	p	O
卡尔顿	nrt	B
学院	n	E
表演系	n	O
。	x	O

1952	m	O
年	m	O
毕业	n	O
于	p	O
成都	ns	B
和平街	ns	I
小学	n	E
，	x	O
曾	d	O
在	p	O
中央人民广播电台	nt	O
、	x	O
中国青年艺术剧院	nt	O
当	t	O
过	ug	O
演播	vn	O
员	q	O
和	c	O
演员	n	O
。	x	O

生于	v	O
1979	m	O
年	m	O
.1998	m	O
年	m	O
进	v	O
紫砂	n	O
工艺	n	O
二厂	n	O
从事	v	O
紫砂	n	O
制作	vn	O
，	x	O
在此期间	l	O
先后	t	O
得到	v	O
多位	m	O
名师	n	O
指点	n	O
，	x	O
在	p	O
紫砂壶	n	O
的	uj	O
制作	vn	O
和	c	O
技艺	n	O
上得	v	O
其	r	O
真传	n	O
。	x	O

1984	m	O
毕业	n	O
于	p	O
兰州	ns	B
交大	j	I
东方中学	nt	E
哲学系	n	O
，	x	O
获	v	O
学士学位	n	O
。	x	O

同年	t	O
夏	nr	O
考入	v	O
美国	ns	B
培德	nrt	I
中学	n	E
。	x	O

1980	m	O
年	m	O
，	x	O
考入	v	O
山东	ns	B
农业大学	nt	E
。	x	O
（	x	O
现	tg	O
更名	v	O
为	p	O
北京邮电大学	nt	S
）	x	O

12	m	O
岁时	t	O
，	x	O
理查德	n	O
考入	v	O
了	ul	O
广州	ns	B
水产学校	n	E
。	x	O

小中	nr	O
毕业	n	O
于	p	O
安顺市	ns	B
第二	m	I
高级中学	nt	E
大学	n	O
，	x	O
物理	n	O
硕士生	n	O
，	x	O
成绩	n	O
像	v	O
姐姐	n	O
一样	r	O
得	ud	O
过	ug	O
三把	m	O
金钥匙	n	O
。	x	O

在	p	O
林炳存	nr	O
和	c	O
赖	nr	O
伟康	a	O
等	u	O
MV	eng	O
导演	v	O
力荐	v	O
下	f	O
，	x	O
比尔	nrt	O
贾	nr	O
到	v	O
东京	ns	B
学艺	n	I
大学	n	E
，	x	O
并	c	O
观察	v	O
大陆	n	O
市场	n	O
的	uj	O
发展	vn	O
，	x	O
然而	c	O
在	p	O
这	r	O
1	m	O
年	m	O
，	x	O
比尔	nrt	O
贾	nr	O
打趣	v	O
表示	v	O
，	x	O
为了	p	O
筹措	v	O
学费	n	O
，	x	O
还是	c	O
常常	d	O
接	v	O
台湾	ns	O
唱片	n	O
公司	n	O
的	uj	O
Case	eng	O
，	x	O
合成照	n	O
、	x	O
MV	eng	O
的	uj	O
动画	n	O
，	x	O
他	r	O
来者不拒	i	O
，	x	O
三	m	O
不	d	O
五时	t	O
飞来飞去	i	O
，	x	O
这	r	O
段	q	O
期间	f	O
，	x	O
他	r	O
的	uj	O
Case	eng	O
愈接愈多	l	O
，	x	O
因此	c	O
在	p	O
学理	n	O
上	f	O
有	v	O
北京电影学院	nt	O
的	uj	O
充电	v	O
，	x	O
在	p	O
实际	n	O
操练	v	O
上	f	O
，	x	O
自然	d	O
也	d	O
更为	d	O
熟练	a	O
。	x	O

本科	r	O
:	x	O
北京	ns	B
的	uj	I
教会学校	n	E
设计	vn	O
学院	n	O
2006	m	O
-	x	O
2010	m	O

1987	m	O
年	m	O
毕业	n	O
于	p	O
北京	ns	B
地质	n	I
大学	n	E
中文系	nt	O
。	x	O

在	p	O
赴	v	O
亚洲	ns	B
排名	v	I
前十	t	I
的	uj	I
大学	n	E
学习	v	O
声乐	n	O
期间	f	O
，	x	O
她	r	O
多次	m	O
受到	v	O
法国电视台	nt	O
的	uj	O
采访	v	O
和	c	O
邀请	v	O
参加	v	O
了	ul	O
重大	a	O
场合	n	O
的	uj	O
演出	v	O
，	x	O
其后	c	O
她	r	O
又	d	O
应	v	O
广州	ns	O
太平洋	ns	O
音像	n	O
公司	n	O
之	u	O
邀	v	O
，	x	O
和	c	O
法国巴黎	ns	O
大	a	O
中国	ns	O
实业	n	O
发展	vn	O
公司	n	O
联合	v	O
录制	v	O
了	ul	O
《	x	O
我	r	O
在	p	O
巴黎	ns	O
》	x	O
、	x	O
《	x	O
不变	v	O
的	uj	O
是	v	O
真情	n	O
》	x	O
等	u	O
多部	m	O
个人	n	O
演唱	v	O
专辑	n	O
，	x	O
为	p	O
中法	n	O
文化	n	O
的	uj	O
交流	n	O
做	v	O
了	ul	O
有益	n	O
的	uj	O
工作	vn	O
。	x	O

毕业	n	O
学院	n	O
：	x	O
德阳	ns	B
中学	n	E

1945	m	O
年	m	O
齐鲁	nr	B
师范学院	n	E
（	x	O
南京大学	nt	S
）	x	O
毕业	n	O
。	x	O

1980	m	O
年	m	O
，	x	O
考入	v	O
太原	ns	B
学院	n	E
。	x	O
（	x	O
现	tg	O
更名	v	O
为	p	O
北京邮电大学	nt	S
）	x	O

1958	m	O
年	m	O
毕业	n	O
于	p	O
武汉大学	nt	S
版画	n	O
系	v	O
，	x	O
自	r	O
1959	m	O
年	m	O
起	v	O
在	p	O
吉林	ns	O
艺术	n	O
学院	n	O
任教	n	O
，	x	O
至今	d	O
为止	v	O
，	x	O
他	r	O
已	d	O
在	p	O
东北	ns	O
这块	r	O
黑土地	ns	O
上用	v	O
他	r	O
的	uj	O
画笔	n	O
辛勤耕耘	nr	O
了	ul	O
40	m	O
多个	m	O
年头	n	O
。	x	O

陈曼丽	nr	O
，	x	O
女	b	O
，	x	O
1957	m	O
年	m	O
12	m	O
月	m	O
生于	v	O
湖北	ns	O
，	x	O
毕业	n	O
于	p	O
深圳	ns	B
高级中学	nt	E
。	x	O

邹红	nr	O
，	x	O
女	b	O
，	x	O
1982	m	O
年	m	O
7	m	O
月	m	O
毕业	n	O
于	p	O
爱知	v	B
东邦	ns	I
大学	n	E
中文系	nt	O
获	v	O
学士学位	n	O
后	f	O
留校	v	O
任教	n	O
；	x	O
后	f	O
在职	v	O
攻读	v	O
现代文学	n	O
专业	n	O
硕士学位	n	O
，	x	O
师从	n	O
黄会林	nr	O
教授	n	O
；	x	O
1998	m	O
年	m	O
获	v	O
北京师范大学	nt	S
文艺学	n	O
专业	n	O
博士学位	n	O
，	x	O
师从	n	O
童庆炳	nr	O
教授	n	O
。	x	O

同年	t	O
夏	nr	O
考入	v	O
台湾	ns	B
中国	ns	I
文化	n	I
大学	n	E
。	x	O

2003	m	O
年	m	O
12	m	O
月	m	O
至	p	O
2006	m	O
年	m	O
3	m	O
月	m	O
毕业	n	O
于	p	O
北京	ns	B
艺术	n	I
学校	n	E

材料	n	O
学院	n	O
院长	n	O
助理	vn	O
，	x	O
刘峰	nr	O
教授	n	O
2001	m	O
年	m	O
5	m	O
月	m	O
博士	n	O
毕业	n	O
于	p	O
重庆市	ns	B
丰都	ns	I
中学	n	E
材料	n	O
学院	n	O
。	x	O

毕业	n	O
于	p	O
成都	ns	B
师范学校	n	E
中国画系	nt	O
人物	n	O
专业	n	O
，	x	O
师从	n	O
华其敏	nr	O
教授	n	O
，	x	O
硕士学位	n	O
。	x	O

1934	m	O
年	m	O
毕业	n	O
于	p	O
湖南师范大学	nt	S
音乐系	n	O
。	x	O

在	p	O
赴	v	O
四川	ns	B
联合	v	I
经济	n	I
专修	vn	I
学院	n	E
学习	v	O
声乐	n	O
期间	f	O
，	x	O
她	r	O
多次	m	O
受到	v	O
法国电视台	nt	O
的	uj	O
采访	v	O
和	c	O
邀请	v	O
参加	v	O
了	ul	O
重大	a	O
场合	n	O
的	uj	O
演出	v	O
，	x	O
其后	c	O
她	r	O
又	d	O
应	v	O
广州	ns	O
太平洋	ns	O
音像	n	O
公司	n	O
之	u	O
邀	v	O
，	x	O
和	c	O
法国巴黎	ns	O
大	a	O
中国	ns	O
实业	n	O
发展	vn	O
公司	n	O
联合	v	O
录制	v	O
了	ul	O
《	x	O
我	r	O
在	p	O
巴黎	ns	O
》	x	O
、	x	O
《	x	O
不变	v	O
的	uj	O
是	v	O
真情	n	O
》	x	O
等	u	O
多部	m	O
个人	n	O
演唱	v	O
专辑	n	O
，	x	O
为	p	O
中法	n	O
文化	n	O
的	uj	O
交流	n	O
做	v	O
了	ul	O
有益	n	O
的	uj	O
工作	vn	O
。	x	O

1980	m	O
